incident_id,_anchor,facility_id,attack_type_de,result_de,description_de,full_discription_de
INC-283,UNRWA Health Centre,FAC-038,Nicht spezifiziert,"Ein Bild zeigt einen israelischen Soldaten und einen Panzer vor dem UNRWA-Gesundheitszentrum in Rafah; das Gebäude ist beschädigt. Ein wenige Tage später veröffentlichtes Video zeigt israelische Soldaten auf dem Dach des Gesundheitszentrums, die den Abriss der umliegenden Nachbarschaft filmen.","Am 5. November 2024 wurde online ein Bild veröffentlicht, das israelische Panzer und einen Soldaten auf dem Gelände des UNRWA-Gesundheitszentrums in Rafah zeigt. Das Bild dokumentiert die Beschädigungen an dieser UN-Einrichtung. Am 8. November 2024 kursierte ein Video, das israelische Soldaten auf dem Dach des Gesundheitszentrums im Flüchtlingslager Rafah zeigt. Ein in einem Artikel des Magazins +972 veröffentlichtes Bild legt nahe, dass der Großteil der Schäden am Gesundheitszentrum am 15. Juli 2024 entstanden ist. Es gibt jedoch keine weiteren Artikel oder Berichte, die dies bestätigen.",
INC-284,UNRWA Health Centre,FAC-038,Zerstört,Berichten zufolge wurde das Gesundheitszentrum in Jabalia schwer beschädigt.,"Am 7. November 2024 erhielt das UNRWA Berichte über schwere Zerstörungen des Gesundheitszentrums in Jabalia, die offenbar im Zusammenhang mit der Militäroperation der israelischen Streitkräfte in Jabalia stattfanden, welche am 6. Oktober 2024 begann. Ein online veröffentlichtes Video zeigt die UN-Einrichtung in verbranntem und schwer beschädigtem Zustand. Das genaue Datum dieser Zerstörungen wird nicht genannt. Darüber hinaus wurde das Gesundheitszentrum in Jabalia bereits im Juli 2024 schwer beschädigt, wobei unklar ist, welche Zerstörungen im Juli und welche im Oktober/November stattfanden.",
INC-285,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Streik in der Nähe des Gesundheitszentrums,Am 8. Januar führten israelische Streitkräfte Berichten zufolge einen Angriff in der Nähe eines UNRWA-Gesundheitszentrums im Flüchtlingslager Deir al-Balah durch. Dabei sollen vier Palästinenser getötet und weitere außerhalb des Gebäudes verletzt worden sein. Es wurde außerdem von leichten Schäden an den Fenstern des Gesundheitszentrums berichtet.,
INC-286,UNRWA Health Centre,FAC-038,Artilleriebeschuss,Gesundheitszentrum in Al Maghazi direkt von Artilleriebeschuss getroffen,Am 18. Januar beschoss das israelische Militär mit einer Artilleriegranate das dritte Stockwerk eines UNRWA-Gesundheitszentrums in Al Maghazi. Das Ausmaß der Schäden am Gesundheitszentrum wird derzeit ermittelt.,
INC-287,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Gesundheitszentrum durch einen nahen Angriff beschädigt,"Am 20. März wurde ein UNRWA-Gesundheitszentrum in Ma’an, östlich von Khan Younis, Berichten zufolge durch einen nahegelegenen Luftangriff israelischer Streitkräfte leicht beschädigt. Es wurden keine Verletzten gemeldet.",
INC-288,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Das Gesundheitszentrum war von einem nahegelegenen Streik betroffen.,"Am 21. März traf ein Luftangriff der israelischen Streitkräfte im Gebiet Al Naser, nordwestlich von Gaza-Stadt, Berichten zufolge ein UNRWA-Gesundheitszentrum in Rimal und verursachte geringfügige Schäden.",
INC-289,UNRWA Health Centre,FAC-038,Nicht spezifiziert,"Im ersten Stock des Gesundheitszentrums von Jabalia traf ein Brandherd, der zwei Räume zerstörte und 15 dort Schutz suchende Menschen tötete.","Am 2. April griffen israelische Streitkräfte zwei Räume im ersten Stock eines von UNRWA zerstörten Gesundheitszentrums in Jabalia an. Das Gebäude diente zum Zeitpunkt des Angriffs als von UNRWA betriebene Unterkunft für 160 vertriebene Familien (rund 735 Personen). Die für die Unterkunft zuständigen UNRWA-Mitarbeiter hatten vor dem Angriff keinerlei Warnungen erhalten. Berichten zufolge kamen bei dem Angriff 15 Vertriebene, darunter neun Kinder, ums Leben. Der UNRWA-Generalkommissar schrieb auf Twitter (ehemals X): „Die völlige Missachtung von UN-Personal, -Einrichtungen und -Operationen ist ein eklatanter Verstoß gegen das Völkerrecht.“ Er forderte erneut „unabhängige Untersuchungen, um die Umstände jedes einzelnen Angriffs und die schwerwiegenden Verstöße aufzuklären.“",
INC-290,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),"Ein Gesundheitszentrum wurde beschädigt, als nahegelegene UNRWA-Büros angegriffen wurden.","Am 9. Mai wurde ein UNRWA-Büro in Jabalia Berichten zufolge zweimal von israelischen Luftangriffen direkt getroffen und vollständig zerstört. Drei nahegelegene UNRWA-Einrichtungen – ein Verteilzentrum, ein Lager für Non-Food-Artikel und ein Gesundheitszentrum – wurden durch die Luftangriffe mittelschwer bis schwer beschädigt. Es wurden keine Verletzungen unter den UNRWA-Mitarbeitern gemeldet.",
INC-291,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Ein naher Luftangriff zerschmetterte die Fenster eines Gesundheitszentrums.,"Am 17. Mai wurde ein UNRWA-Gesundheitszentrum in Hamad City im nördlichen Gazastreifen Berichten zufolge indirekt von einem nahegelegenen Luftangriff der israelischen Streitkräfte betroffen, wobei Fensterscheiben zersplitterten.",
INC-292,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Ein Luftangriff in der Nähe führte zu zerbrochenen Fenstern,"Am 17. Mai wurden ein UNRWA-Ausbildungszentrum und ein Gesundheitszentrum in Qarrara, östlich von Khan Younis, Berichten zufolge indirekt durch einen Luftangriff und Artilleriebeschuss der israelischen Streitkräfte beeinträchtigt, was zu zerbrochenen Fenstern führte.",
INC-293,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Gesundheitszentrum von Querschlägern getroffen,"Am 4. Juni schlugen zwei Querschläger (Ursprung unbekannt) in die nordöstliche Fassade des zweiten Stockwerks eines UNRWA-Gesundheitszentrums in Khan Younis ein. Es entstand geringfügiger Sachschaden, jedoch wurden keine Verletzten unter den UNRWA-Mitarbeitern gemeldet.",
INC-294,UNRWA Health Centre,FAC-038,Schrapnell,Solarpaneele eines Gesundheitszentrums durch Granatsplitter oder Kugeln beschädigt.,Am 25. Juni 2025 wurden zwei Solarpaneele eines UNRWA-Gesundheitszentrums in Khan Younis Berichten zufolge durch Granatsplitter oder Kugeln beschädigt aufgefunden (die Herkunft der Kugeln/Granatsplitter ist unbekannt).,
INC-295,UNRWA Health Centre,FAC-038,Unbekannt (Umgebung),Israelische Sprengstoffexplosion beschädigte Gesundheitszentrum in Khan Younis,Am 2. August wurde ein UNRWA-Gesundheitszentrum in Khan Younis Berichten zufolge indirekt durch die Detonation eines mit Sprengstoff beladenen Robotergeräts durch israelische Streitkräfte in der Nähe beeinträchtigt. Es wurden geringfügige Schäden an der Einrichtung und keine Verletzten unter den UNRWA-Mitarbeitern gemeldet.,
INC-296,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Direkte Treffer in der Nähe eines Gesundheitszentrums führten zu Schäden.,"Nachtrag: Am 5. August 2025 wurde ein UNRWA-Gesundheitszentrum in Sheikh Radwan, nordöstlich von Gaza-Stadt, Berichten zufolge von einem israelischen Luftangriff getroffen. Gebäude in der Nähe der Einrichtung wurden demnach direkt getroffen. Es entstanden erhebliche Schäden an der Einrichtung, jedoch gab es keine Opfer unter den UNRWA-Mitarbeitern.",
INC-297,UNRWA Health Centre,FAC-038,Panzerhülle,Eine Panzergranate traf ein Gesundheitszentrum und verursachte Schäden.,"Am 2. September 2025 wurde ein UNRWA-Gesundheitszentrum in Daraj, östlich von Gaza-Stadt, Berichten zufolge von einer israelischen Panzergranate getroffen. Es entstanden geringfügige Schäden an der Einrichtung, und es gab keine Opfer unter den UNRWA-Mitarbeitern.",
INC-298,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,"Das Gesundheitszentrum musste schließen, nachdem ein nahegelegener Streik das Gebäude beschädigt hatte.","Am 12. September 2025 wurde ein UNRWA-Gesundheitszentrum im Stadtteil Al-Nasser westlich von Gaza-Stadt Berichten zufolge durch einen Luftangriff beschädigt. Es entstanden erhebliche Schäden an der Einrichtung, jedoch gab es keine Opfer unter den UNRWA-Mitarbeitern.",
INC-299,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,Ein Streik an einer nahegelegenen Schule verursachte erhebliche Schäden am Zentrum und zwang es zur Schließung.,"UNRWA musste am 13. September aufgrund erheblicher Schäden sämtliche Gesundheitsdienste in zwei Einrichtungen in Gaza-Stadt einstellen. Dies betrifft auch das Gesundheitszentrum Beach Camp, das einzige funktionierende UNRWA-Gesundheitszentrum nördlich des Wadi Gaza. Zuvor versorgte diese Einrichtung täglich über 1.000 Patienten mit ambulanter Behandlung, Mutter-Kind-Vorsorge, Physiotherapie, Behandlung nichtübertragbarer Krankheiten und Impfungen. Am 13. September 2025 wurde ein UNRWA-Gesundheitszentrum indirekt durch einen Luftangriff auf das angrenzende UNRWA-Schulgelände in Beach Camp westlich von Gaza-Stadt getroffen. Es entstanden erhebliche Schäden an der Gesundheitseinrichtung, jedoch wurden keine Opfer unter den UNRWA-Mitarbeitern gemeldet.",
INC-300,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Das Tor des UNRWA-Gesundheitszentrums wurde von israelischem Beschuss getroffen,"Am 9. Oktober wurden die Nordseite einer UNRWA-Schule und das Tor eines UNRWA-Gesundheitszentrums in Nuseirat Berichten zufolge von israelischen Streitkräften beschossen. Es wurden keine Opfer unter den UNRWA-Mitarbeitern gemeldet, lediglich geringfügige Sachschäden.",
INC-301,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Schüsse im Bereich eines Gesundheitszentrums verursachten Schäden am Gebäude.,"Am 9. Dezember 2025 wurde ein UNRWA-Gesundheitszentrum in Maghazi Berichten zufolge indirekt von mindestens zwei Kugeln getroffen, die durch wahlloses Feuer israelischer Streitkräfte in den Gebieten östlich von Ost-Maghazi im mittleren Gazastreifen verursacht wurden. Es wurden keine Opfer unter den UNRWA-Mitarbeitern gemeldet, jedoch entstanden geringfügige Schäden am Gebäude. Am 13. Dezember 2025 wurde ein UNRWA-Gesundheitszentrum in Maghazi Berichten zufolge durch eine Kugel im Zuge einer Militäroperation israelischer Streitkräfte in nahegelegenen Gebieten in Ost-Maghazi im südlichen Gazastreifen getroffen. Es entstanden geringfügige Schäden am Gebäude, und es wurden keine Opfer unter den UNRWA-Mitarbeitern gemeldet. Am 14. Dezember 2025 wurde ein UNRWA-Gesundheitszentrum Berichten zufolge durch Operationen israelischer Streitkräfte in nahegelegenen Gebieten in Ost-Maghazi im südlichen Gazastreifen getroffen. Es wurden geringfügige Schäden am Gebäude und keine Opfer unter den UNRWA-Mitarbeitern gemeldet.",
INC-302,UNRWA Health Centre,FAC-038,Panzerhülle,Das Gesundheitszentrum von Jabalia wurde von einer Panzergranate getroffen.,"Am 25. Januar wurde ein UNRWA-Gesundheitszentrum im Flüchtlingslager Jabalia im Nordgaza Berichten zufolge direkt von israelischen Panzern getroffen. Es entstanden erhebliche Schäden an der Einrichtung, jedoch wurden keine Opfer unter den UNRWA-Mitarbeitern verzeichnet.",
INC-303,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Gesundheitszentrum von Kugeln getroffen,"Am 30. Januar wurde ein UNRWA-Gesundheitszentrum in Maghazi Berichten zufolge indirekt von Kugeln getroffen, die von einer israelischen Drohne abgefeuert wurden. Es wurden geringfügige Schäden an der Einrichtung gemeldet, und es gab keine Opfer unter den UNRWA-Mitarbeitern.",
INC-304,UNRWA Health Centre,FAC-038,Bewaffnete Auseinandersetzungen (Umgebung),Gesundheitszentrum von umherfliegendem Quadcopter getroffen,"Am 24. März wurde ein UNRWA-Gesundheitszentrum in Bureij (Mittelgebiet) Berichten zufolge indirekt von einer Kugel getroffen, die durch den Beschuss israelischer Streitkräfte mit einer Drohne aus der Nähe verursacht wurde. Es entstand geringfügiger Sachschaden, UNRWA-Mitarbeiter wurden nicht verletzt.",
INC-305,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Gesundheitszentrum durch Kugeln aus Kämpfen in der Gegend beschädigt,"Am 16. April wurde ein UNRWA-Gesundheitszentrum in der Region Maghazi Berichten zufolge von mehreren Kugeln getroffen, die von israelischen Streitkräften im Osten von Maghazi, im mittleren Gebiet, verübt wurden. Es entstand geringfügiger Sachschaden, und es gab keine Verletzten unter den UNRWA-Mitarbeitern.",
INC-306,UNRWA Health Centre,FAC-038,Unbekannt,"Das Gesundheitszentrum Al Maghazi wurde getroffen, wodurch ein Brand ausbrach.",Am 27. Dezember gegen 16:30 Uhr griffen israelische Streitkräfte Berichten zufolge das Gesundheitszentrum Maghazi an und verursachten einen Brand in den Räumlichkeiten. Es wurden keine Verletzten gemeldet.,
INC-307,Al-Aqsa Martyrs Hospital,FAC-006,Streiks,Bei einem israelischen Angriff wurden Medikamentenlager des Al-Aqsa-Krankenhauses getroffen. Das Krankenhausgebäude selbst wurde leicht beschädigt.,"Israelische Streitkräfte griffen zwei mit dem Al-Aqsa-Märtyrerkrankenhaus verbundene medizinische Lagerhäuser an und zerstörten die dort gelagerten Vorräte, darunter Infusionslösungen und Materialien für Dialyse und Intensivpflegepatienten.",
INC-308,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
INC-377, ,ID Not Found,,,,
INC-378, ,ID Not Found,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
